rank,name,nation,startnr,total,tech,pcs,deductions,competition,element,call,base_value,goe,Judge No.1,Judge No.2,Judge No.3,Judge No.4,Judge No.5,Judge No.6,Judge No.7,Judge No.8,final_element_score
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,4T+3T,None,13.7,2.99,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,16.69
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,3A,None,8.0,-2.86,-3.0,-4.0,-5.0,-3.0,-4.0,-3.0,-3.0,-4.0,5.14
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,FCSSp4,None,3.0,0.64,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.64
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,4T,x,10.45,2.85,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.3
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,3A+REP,x,6.16,-1.6,-2.0,-2.0,0.0,-3.0,-2.0,-2.0,-2.0,-2.0,4.56
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,3F+2T,x,7.26,0.76,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8.02
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,StSq4,None,3.9,1.39,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.29
5,Yuma KAGIYAMA,JPN,12,159.12,75.73,83.39,0.0,ec2022SEG001OF,ChSq1,None,3.0,1.43,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.43
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,CCoSp4,None,3.5,0.2,0.0,-1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.7
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,FCCoSp4V,None,2.63,0.6,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.23
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,4T,None,9.5,2.04,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,11.54
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,2T+3T,None,5.5,0.66,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.16
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,3Lo,None,4.9,1.05,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,5.95
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,3Aq,"('F', 'q')",8.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,4.0
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,CCSp4,None,3.2,0.27,3.0,0.0,1.0,1.0,2.0,-1.0,0.0,1.0,3.47
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,StSq4,None,3.9,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.9
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,1A+3T,x,5.83,0.18,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.01
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,3Lz+2A+2A+SEQ,x,13.75,1.01,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,14.76
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,3F!q,"('!|q', 'x')",5.83,-2.35,-5.0,-4.0,-5.0,-4.0,-5.0,-5.0,-4.0,-4.0,3.48
6,Aleksandr SELEVKO,EST,5,147.79,70.64,78.15,-1.0,ec2022SEG001OF,FSSp3,None,2.6,0.3,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.9
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,ChSq1,None,3.0,1.21,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.21
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,CCoSp3,None,3.0,0.26,0.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,3.26
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,4T+2T,None,10.8,2.44,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,13.24
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,4T,None,9.5,2.31,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,11.81
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,2S,None,1.3,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,3Lo,None,4.9,0.91,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.81
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,FCSp4,None,3.2,0.69,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.89
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,ChSq1,None,3.0,0.86,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.86
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,3A,"('F', 'x')",8.8,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,4.8
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,3F+2A+SEQ,x,9.46,0.76,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,10.22
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,1A,x,1.21,-0.03,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.18
7,Kazuki TOMONO,JPN,11,147.63,65.98,82.65,-1.0,ec2022SEG001OF,StSq4,None,3.9,1.23,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.13
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,CSSp3,None,2.6,0.26,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.86
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,CCoSp1,None,2.0,-0.14,0.0,0.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,1.86
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,4Lz,None,11.5,2.79,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,14.29
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,2S,None,1.3,-0.02,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1.28
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,A,None,0.0,0.0,None,None,None,None,None,None,None,None,0.0
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,3Lo,None,4.9,0.63,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,5.53
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,CCSp4,None,3.2,0.41,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.61
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,3F+3T,x,10.45,0.76,1.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,11.21
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,3Lz+3T,x,11.11,0.84,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,11.95
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,3F+1Eu+2S,x,7.81,0.23,1.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,8.04
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,FSSp3,None,2.6,-0.22,-2.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,2.38
8,Vladimir SAMOILOV,POL,4,140.01,68.18,71.83,0.0,ec2022SEG001OF,ChSq1,None,3.0,0.57,-1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.57
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,StSq3,None,3.3,0.38,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.68
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,CCoSp3V,None,2.25,0.39,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.64
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,3A+1Eu+2S,None,9.8,0.91,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,10.71
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,1Lz,None,0.6,-0.16,-3.0,-4.0,-3.0,-3.0,-2.0,-3.0,-2.0,-2.0,0.44
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,3Aq,q,8.0,-3.66,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-4.0,-5.0,4.34
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,3Lo,None,4.9,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.97
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,FCSp3,None,2.8,0.24,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.04
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,StSq4,None,3.9,0.56,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.46
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,3Lz,x,6.49,1.18,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,7.67
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,2Lz,x,2.31,0.09,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.4
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,3F!+2A+SEQ,"('!', 'x')",9.46,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46
9,Camden PULKINEN,USA,3,130.84,57.81,73.03,0.0,ec2022SEG001OF,CSSp2,None,2.3,0.3,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.6
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,ChSq1,None,3.0,1.07,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.07
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,CCoSp4,None,3.5,0.15,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,3.65
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,2A+1Eu+3S,None,8.1,0.43,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,8.53
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,3Lz!+2T,!,7.2,-0.17,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,7.03
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,2Lo,None,1.7,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.72
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,2Lz,None,2.1,0.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.16
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,CCSp3,None,2.8,0.12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.92
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,ChSq1,None,3.0,0.79,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.79
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,3F+2A+SEQ,x,9.46,0.68,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,10.14
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,3F,"('F', 'x')",5.83,-2.65,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,3.18
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,3T,x,4.62,-1.26,-3.0,-3.0,-3.0,-3.0,-3.0,-4.0,-3.0,-3.0,3.36
10,Makar SUNTSEV,FIN,2,120.9,52.57,69.33,-1.0,ec2022SEG001OF,StSq3,None,3.3,0.47,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.77
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,FSSp3,None,2.6,0.33,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.93
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,CCoSp3,None,3.0,0.04,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,3.04
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,4T<,<,7.6,-3.8,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,3.8
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,1Lz,None,0.6,-0.07,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.53
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,3F,None,5.3,-0.91,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,4.39
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,3T+3T,None,8.4,0.9,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,9.3
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,ChSq1,None,3.0,0.64,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.64
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,3Loq+1A+SEQ,"('q', 'x')",6.6,-2.24,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.0,-4.0,4.36
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,3Lo,x,5.39,0.56,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.95
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,2S,x,1.43,-0.41,-3.0,-4.0,-3.0,-3.0,-3.0,-4.0,-2.0,-3.0,1.02
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,FCSp3,None,2.8,0.52,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.32
11,Valtter VIRTANEN,FIN,1,108.97,45.6,63.37,0.0,ec2022SEG001OF,StSq3,None,3.3,0.19,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.49
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,FCCoSp2,None,2.5,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.5
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,CCoSp3,None,3.0,0.3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.3
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,3Lo,None,4.9,1.19,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,6.09
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,3Lz+3T+2T,None,11.4,1.18,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,12.58
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,3F,None,5.3,1.29,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,6.59
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,ChSq1,None,3.0,1.07,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.07
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,2A,None,3.3,0.9,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.2
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,FCCoSp4,None,3.5,1.05,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.55
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,3Lz+2T,x,7.92,1.1,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,9.02
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,3Fq+2A+SEQ,"('q', 'x')",9.46,0.08,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,9.54
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,2S,x,1.43,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.56
1,Rino MATSUIKE,JPN,9,134.38,70.85,64.53,-1.0,ec2022SEG001OF,StSq3,None,3.3,1.04,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.34
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,CCoSp4,None,3.5,1.3,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.8
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,LSp4,None,2.7,0.81,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.51
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3A<,"('F', '<')",6.4,-3.2,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,3.2
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3F!,!,5.3,0.38,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5.68
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,2A+3T,None,7.5,1.14,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,8.64
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3Loq,q,4.9,-0.84,-2.0,-2.0,-3.0,-1.0,-2.0,-2.0,-1.0,0.0,4.06
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,ChSq1,None,3.0,1.14,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.14
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,FCCoSp4,None,3.5,0.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.2
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3Lz+2T,x,7.92,0.84,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,8.76
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3Lz,x,6.49,1.43,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,7.92
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,3S+2A+2T+SEQ,x,9.79,0.43,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,10.22
2,Hana YOSHIDA,JPN,12,131.59,69.1,63.49,-1.0,ec2022SEG001OF,CCoSp4,None,3.5,0.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.2
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,StSq4,None,3.9,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.9
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,SSp4,None,2.5,0.68,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.18
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3Lz+1Eu+3S,None,10.7,1.35,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,12.05
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3T+2A+SEQ,None,7.5,1.2,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,8.7
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3F,None,5.3,-0.68,1.0,-3.0,-2.0,-1.0,-1.0,-2.0,-1.0,-1.0,4.62
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3S+2T,None,5.6,0.61,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.21
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,ChSq1,None,3.0,1.07,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.07
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,2Aq,q,3.3,-0.28,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.02
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,CCoSp4,None,3.5,0.7,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.2
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3Lz,x,6.49,1.43,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,7.92
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,3Loq,"('q', 'x')",5.39,-0.91,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,4.48
3,Lara Naki GUTMANN,ITA,11,131.43,67.76,63.67,0.0,ec2022SEG001OF,StSq4,None,3.9,1.06,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.96
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,CSp4,None,2.6,0.63,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.23
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,FCCoSp4,None,3.5,0.8,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.3
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,2A+3T,None,7.5,0.9,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,8.4
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,3Lz,None,5.9,1.1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,3Lo,None,4.9,0.98,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.88
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,2F,None,1.8,0.08,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.88
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,FCCoSp4,None,3.5,0.8,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.3
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,3Lz+1Eu+3S<,"('<', 'x')",10.82,-1.35,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-3.0,-3.0,9.47
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,3F+2T,x,7.26,0.38,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,7.64
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,StSq3,None,3.3,0.71,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.01
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,2A,x,3.63,0.57,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.2
4,Niina PETROKINA,EST,2,124.9,64.34,60.56,0.0,ec2022SEG001OF,CCoSp4,None,3.5,0.75,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.25
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,ChSq1,None,3.0,1.07,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,4.07
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,LSp4,None,2.7,0.54,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.24
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,3Lz,None,5.9,1.43,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,7.33
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,2A+3T,None,7.5,0.78,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,8.28
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,3Fq,q,5.3,-0.76,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,4.54
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,3Lo+2A+SEQ,None,8.2,0.63,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,8.83
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,CCoSp3,None,3.0,0.56,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.56
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,StSq3,None,3.3,0.52,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.82
5,Sarah EVERHARDT,USA,10,124.89,65.27,59.62,0.0,ec2022SEG001OF,3Loq,"('q', 'x')",5.39,-0.42,0.0,-1.0,0.0,0.0,-1.0,-2.0,-2.0,-1.0,4.97
