competition,role,judge
gpusa2022\SEG003OF,Judge No.4,Ms. Malgorzata SOBKOW
gpusa2022\SEG003OF,Judge No.5,Ms. Kristina LUNDGREN
gpusa2022\SEG003OF,Judge No.6,Ms. Chihee RHEE
gpusa2022\SEG003OF,Judge No.7,Ms. Jacqueline WICKETT-WARREN
gpusa2022\SEG003OF,Judge No.8,Ms. Masako KUBOTA
gpusa2022\SEG003OF,Judge No.9,Mr. Tobias BAYER
gpusa2022\SEG004OF,Judge No.1,Ms. Susanne SJÖQUIST
gpusa2022\SEG004OF,Judge No.2,Ms. Ariadna MORONES NEGRETE
gpusa2022\SEG004OF,Judge No.3,Ms. Laimute KRAUZIENE
gpusa2022\SEG004OF,Judge No.4,Ms. Malgorzata SOBKOW
gpusa2022\SEG004OF,Judge No.5,Ms. Kristina LUNDGREN
gpusa2022\SEG004OF,Judge No.6,Ms. Chihee RHEE
gpusa2022\SEG004OF,Judge No.7,Ms. Jacqueline WICKETT-WARREN
gpusa2022\SEG004OF,Judge No.8,Ms. Masako KUBOTA
gpusa2022\SEG004OF,Judge No.9,Mr. Tobias BAYER
gpcan2022\SEG001OF,Judge No.1,Ms. Etsuko AZUMA
gpcan2022\SEG001OF,Judge No.2,Ms. Saara EHALT
gpcan2022\SEG001OF,Judge No.3,Ms. Wei SHI
gpcan2022\SEG001OF,Judge No.4,Ms. Bettina MEIER
gpcan2022\SEG001OF,Judge No.5,Mr. Massimo ORLANDINI
gpcan2022\SEG001OF,Judge No.6,Mr. Kevin ROSENSTEIN
gpcan2022\SEG001OF,Judge No.7,Mr. Miroslav MISUREC
gpcan2022\SEG001OF,Judge No.8,Ms. Zanna KULIK
gpcan2022\SEG001OF,Judge No.9,Ms. Lorna SCHRODER
gpcan2022\SEG002OF,Judge No.1,Ms. Etsuko AZUMA
gpcan2022\SEG002OF,Judge No.2,Ms. Saara EHALT
gpcan2022\SEG002OF,Judge No.3,Ms. Wei SHI
gpcan2022\SEG002OF,Judge No.4,Ms. Bettina MEIER
gpcan2022\SEG002OF,Judge No.5,Mr. Massimo ORLANDINI
gpcan2022\SEG002OF,Judge No.6,Mr. Kevin ROSENSTEIN
gpcan2022\SEG002OF,Judge No.7,Mr. Miroslav MISUREC
gpcan2022\SEG002OF,Judge No.8,Ms. Zanna KULIK
gpcan2022\SEG002OF,Judge No.9,Ms. Lorna SCHRODER
gpcan2022\SEG003OF,Judge No.1,Ms. Kyung Won SAKONG
gpcan2022\SEG003OF,Judge No.2,Mr. Kevin ROSENSTEIN
gpcan2022\SEG003OF,Judge No.3,Ms. Wei SHI
gpcan2022\SEG003OF,Judge No.4,Ms. Zanna KULIK
gpcan2022\SEG003OF,Judge No.5,Mr. Ludwig CZOCZEK
gpcan2022\SEG003OF,Judge No.6,Ms. Akiko KOBAYASHI
gpcan2022\SEG003OF,Judge No.7,Ms. Veronique GOSSELIN
gpcan2022\SEG003OF,Judge No.8,Ms. Saara EHALT
gpcan2022\SEG003OF,Judge No.9,Mr. Frantisek BAUDYS
gpcan2022\SEG004OF,Judge No.1,Ms. Kyung Won SAKONG
gpcan2022\SEG004OF,Judge No.2,Mr. Kevin ROSENSTEIN
gpcan2022\SEG004OF,Judge No.3,Ms. Wei SHI
gpcan2022\SEG004OF,Judge No.4,Ms. Zanna KULIK
gpcan2022\SEG004OF,Judge No.5,Mr. Ludwig CZOCZEK
gpcan2022\SEG004OF,Judge No.6,Ms. Akiko KOBAYASHI
gpcan2022\SEG004OF,Judge No.7,Ms. Veronique GOSSELIN
gpcan2022\SEG004OF,Judge No.8,Ms. Saara EHALT
gpcan2022\SEG004OF,Judge No.9,Mr. Frantisek BAUDYS
gpfra2022\SEG001OF,Judge No.1,Ms. Natalia KRUGLOVA
gpfra2022\SEG001OF,Judge No.2,Ms. Jung Sue LEE
gpfra2022\SEG001OF,Judge No.3,Ms. Francoise de RAPPARD
gpfra2022\SEG001OF,Judge No.4,Mr. Yuriy GUSKOV
gpfra2022\SEG001OF,Judge No.5,Ms. Kadi ZVIRIK
gpfra2022\SEG001OF,Judge No.6,Mr. Nobuhiko YOSHIOKA
gpfra2022\SEG001OF,Judge No.7,Ms. Beth CRANE
gpfra2022\SEG001OF,Judge No.8,Ms. Helene CUCUPHAT
gpfra2022\SEG001OF,Judge No.9,Ms. Marketa HORKLOVA
gpfra2022\SEG002OF,Judge No.1,Ms. Natalia KRUGLOVA
gpfra2022\SEG002OF,Judge No.2,Ms. Jung Sue LEE
gpfra2022\SEG002OF,Judge No.3,Ms. Francoise de RAPPARD
gpfra2022\SEG002OF,Judge No.4,Mr. Yuriy GUSKOV
gpfra2022\SEG002OF,Judge No.5,Ms. Kadi ZVIRIK
gpfra2022\SEG002OF,Judge No.6,Mr. Nobuhiko YOSHIOKA
gpfra2022\SEG002OF,Judge No.7,Ms. Beth CRANE
gpfra2022\SEG002OF,Judge No.8,Ms. Helene CUCUPHAT
gpfra2022\SEG002OF,Judge No.9,Ms. Marketa HORKLOVA
gpfra2022\SEG003OF,Judge No.1,Ms. Veronique VERRUE
gpfra2022\SEG003OF,Judge No.2,Mr. Kersten BELLMANN
gpfra2022\SEG003OF,Judge No.3,Ms. Greonne BOL
gpfra2022\SEG003OF,Judge No.4,Ms. Jung Sue LEE
gpfra2022\SEG003OF,Judge No.5,Mr. Nobuhiko YOSHIOKA
gpfra2022\SEG003OF,Judge No.6,Ms. Francoise de RAPPARD
gpfra2022\SEG003OF,Judge No.7,Mr. Ron CONACHER
gpfra2022\SEG003OF,Judge No.8,Mr. Doug WILLIAMS
gpfra2022\SEG003OF,Judge No.9,Mr. Thomas BIEGLER
gpfra2022\SEG004OF,Judge No.1,Ms. Veronique VERRUE
gpfra2022\SEG004OF,Judge No.2,Mr. Kersten BELLMANN
gpfra2022\SEG004OF,Judge No.3,Ms. Greonne BOL
gpfra2022\SEG004OF,Judge No.4,Ms. Jung Sue LEE
gpfra2022\SEG004OF,Judge No.5,Mr. Nobuhiko YOSHIOKA
gpfra2022\SEG004OF,Judge No.6,Ms. Francoise de RAPPARD
gpfra2022\SEG004OF,Judge No.7,Mr. Ron CONACHER
gpfra2022\SEG004OF,Judge No.8,Mr. Doug WILLIAMS
gpfra2022\SEG004OF,Judge No.9,Mr. Thomas BIEGLER
gpjpn2022\data0130,Judge No.1,Mr. Walter TOIGO
gpjpn2022\data0130,Judge No.2,Ms. Na Young AHN
gpjpn2022\data0130,Judge No.3,Mr. Philippe MERIGUET
gpjpn2022\data0130,Judge No.4,Ms. Susan MORRISS
gpjpn2022\data0130,Judge No.5,Ms. Jia YAO
gpjpn2022\data0130,Judge No.6,Mr. Tobias STEINDL
gpjpn2022\data0130,Judge No.7,Ms. Mami MAEDA
gpjpn2022\data0130,Judge No.8,Ms. Laimute KRAUZIENE
gpjpn2022\data0130,Judge No.9,Ms. Deveny DECK
gpjpn2022\data0150,Judge No.1,Mr. Walter TOIGO
gpjpn2022\data0150,Judge No.2,Ms. Na Young AHN
gpjpn2022\data0150,Judge No.3,Mr. Philippe MERIGUET
gpjpn2022\data0150,Judge No.4,Ms. Susan MORRISS
gpjpn2022\data0150,Judge No.5,Ms. Jia YAO
gpjpn2022\data0150,Judge No.6,Mr. Tobias STEINDL
gpjpn2022\data0150,Judge No.7,Ms. Mami MAEDA
gpjpn2022\data0150,Judge No.8,Ms. Laimute KRAUZIENE
gpjpn2022\data0150,Judge No.9,Ms. Deveny DECK
gpjpn2022\data0230,Judge No.1,Ms. Na Young AHN
gpjpn2022\data0230,Judge No.2,Ms. Jitka MOKRA
gpjpn2022\data0230,Judge No.3,Mr. Tobias STEINDL
gpjpn2022\data0230,Judge No.4,Ms. Deveny DECK
gpjpn2022\data0230,Judge No.5,Ms. Mami MAEDA
gpjpn2022\data0230,Judge No.6,Ms. Kylie Anne YACOPETTI
gpjpn2022\data0230,Judge No.7,Ms. Sabrina WONG
gpjpn2022\data0230,Judge No.8,Ms. Halina GORDON POLTORAK
gpjpn2022\data0230,Judge No.9,Ms. Kadi ZVIRIK
gpjpn2022\data0250,Judge No.1,Ms. Na Young AHN
gpjpn2022\data0250,Judge No.2,Ms. Jitka MOKRA
gpjpn2022\data0250,Judge No.3,Mr. Tobias STEINDL
gpjpn2022\data0250,Judge No.4,Ms. Deveny DECK
gpjpn2022\data0250,Judge No.5,Ms. Mami MAEDA
gpjpn2022\data0250,Judge No.6,Ms. Kylie Anne YACOPETTI
gpjpn2022\data0250,Judge No.7,Ms. Sabrina WONG
gpjpn2022\data0250,Judge No.8,Ms. Halina GORDON POLTORAK
gpjpn2022\data0250,Judge No.9,Ms. Kadi ZVIRIK
gpfin2022\SEG001OF,Judge No.1,Mr. Anthony LEROY
gpfin2022\SEG001OF,Judge No.2,Ms. Karolina MATESA
gpfin2022\SEG001OF,Judge No.3,Ms. Jelena GALIMOVA
gpfin2022\SEG001OF,Judge No.4,Ms. Erica TOPOLSKI
gpfin2022\SEG001OF,Judge No.5,Mr. Antony GREVISSE
gpfin2022\SEG001OF,Judge No.6,Ms. Yuko OGAWA
gpfin2022\SEG001OF,Judge No.7,Ms. Anu NIINIRANTA
gpfin2022\SEG001OF,Judge No.8,Mr. Yuriy GUSKOV
gpfin2022\SEG001OF,Judge No.9,Mr. Todd BROMLEY
gpfin2022\SEG002OF,Judge No.1,Mr. Anthony LEROY
gpfin2022\SEG002OF,Judge No.2,Ms. Karolina MATESA
gpfin2022\SEG002OF,Judge No.3,Ms. Jelena GALIMOVA
gpfin2022\SEG002OF,Judge No.4,Ms. Erica TOPOLSKI
gpfin2022\SEG002OF,Judge No.5,Mr. Antony GREVISSE
gpfin2022\SEG002OF,Judge No.6,Ms. Yuko OGAWA
gpfin2022\SEG002OF,Judge No.7,Ms. Anu NIINIRANTA
gpfin2022\SEG002OF,Judge No.8,Mr. Yuriy GUSKOV
gpfin2022\SEG002OF,Judge No.9,Mr. Todd BROMLEY
gpfin2022\SEG003OF,Judge No.1,Ms. Laura CARR
gpfin2022\SEG003OF,Judge No.2,Ms. Marjo KANKAANRANTA
gpfin2022\SEG003OF,Judge No.3,Mr. Antony GREVISSE
gpfin2022\SEG003OF,Judge No.4,Ms. Katherine Evelyn du PREEZ
gpfin2022\SEG003OF,Judge No.5,Ms. Jelena GALIMOVA
gpfin2022\SEG003OF,Judge No.6,Mr. Todd BROMLEY
gpfin2022\SEG003OF,Judge No.7,Ms. Yuko OGAWA
gpfin2022\SEG003OF,Judge No.8,Ms. Salome CHIGOGIDZE
gpfin2022\SEG003OF,Judge No.9,Mr. Anthony LEROY
gpfin2022\SEG004OF,Judge No.1,Ms. Laura CARR
gpfin2022\SEG004OF,Judge No.2,Ms. Marjo KANKAANRANTA
gpfin2022\SEG004OF,Judge No.3,Mr. Antony GREVISSE
gpfin2022\SEG004OF,Judge No.4,Ms. Katherine Evelyn du PREEZ
gpfin2022\SEG004OF,Judge No.5,Ms. Jelena GALIMOVA
gpfin2022\SEG004OF,Judge No.6,Mr. Todd BROMLEY
gpfin2022\SEG004OF,Judge No.7,Ms. Yuko OGAWA
gpfin2022\SEG004OF,Judge No.8,Ms. Salome CHIGOGIDZE
gpfin2022\SEG004OF,Judge No.9,Mr. Anthony LEROY
gpf2022\SEG001OF,Judge No.1,Ms. Florence VUYLSTEKER
gpf2022\SEG001OF,Judge No.2,Ms. Tarja RISTANEN
gpf2022\SEG001OF,Judge No.3,Mr. Richard KOSINA
gpf2022\SEG001OF,Judge No.4,Ms. Deborah CURRIE
gpf2022\SEG001OF,Judge No.5,Ms. Janice HUNTER
gpf2022\SEG001OF,Judge No.6,Ms. Gloria MORANDI
gpf2022\SEG001OF,Judge No.7,Ms. Natalia KRUGLOVA
gpf2022\SEG001OF,Judge No.8,Ms. Ayumi ONO
gpf2022\SEG001OF,Judge No.9,Mr. Matthew MILLER
gpf2022\SEG002OF,Judge No.1,Ms. Florence VUYLSTEKER
gpf2022\SEG002OF,Judge No.2,Ms. Tarja RISTANEN
gpf2022\SEG002OF,Judge No.3,Mr. Richard KOSINA
gpf2022\SEG002OF,Judge No.4,Ms. Deborah CURRIE
gpf2022\SEG002OF,Judge No.5,Ms. Janice HUNTER
gpf2022\SEG002OF,Judge No.6,Ms. Gloria MORANDI
gpf2022\SEG002OF,Judge No.7,Ms. Natalia KRUGLOVA
gpf2022\SEG002OF,Judge No.8,Ms. Ayumi ONO
gpf2022\SEG002OF,Judge No.9,Mr. Matthew MILLER
gpf2022\SEG003OF,Judge No.1,Ms. So Young AN
gpf2022\SEG003OF,Judge No.2,Mr. Hal MARRON
gpf2022\SEG003OF,Judge No.3,Ms. Masako KUBOTA
gpf2022\SEG003OF,Judge No.4,Ms. Kerstin KIMMINUS
gpf2022\SEG003OF,Judge No.5,Ms. Nicole LEBLANC-RICHARD
gpf2022\SEG003OF,Judge No.6,Ms. Leah BATES
gpf2022\SEG003OF,Judge No.7,Mr. Walter TOIGO
gpf2022\SEG003OF,Judge No.8,Ms. Tarja RISTANEN
gpf2022\SEG003OF,Judge No.9,Ms. Francoise de RAPPARD
gpf2022\SEG004OF,Judge No.1,Ms. So Young AN
gpf2022\SEG004OF,Judge No.2,Mr. Hal MARRON
gpf2022\SEG004OF,Judge No.3,Ms. Masako KUBOTA
gpf2022\SEG004OF,Judge No.4,Ms. Kerstin KIMMINUS
gpf2022\SEG004OF,Judge No.5,Ms. Nicole LEBLANC-RICHARD
gpf2022\SEG004OF,Judge No.6,Ms. Leah BATES
gpf2022\SEG004OF,Judge No.7,Mr. Walter TOIGO
gpf2022\SEG004OF,Judge No.8,Ms. Tarja RISTANEN
gpf2022\SEG004OF,Judge No.9,Ms. Francoise de RAPPARD
fc2022\SEG001OF,Judge No.1,Mr. Doug WILLIAMS
fc2022\SEG001OF,Judge No.2,Ms. Young Kyung HAN
fc2022\SEG001OF,Judge No.3,Ms. Tatiana SHARKINA
fc2022\SEG001OF,Judge No.4,Ms. Zoia YORDANOVA
fc2022\SEG001OF,Judge No.5,Ms. Ritsuko HORIUCHI
fc2022\SEG001OF,Judge No.6,Ms. Sasha MARTINEZ
fc2022\SEG001OF,Judge No.7,Ms. Katherine Evelyn du PREEZ
fc2022\SEG001OF,Judge No.8,Mr. Jeff LUKASIK
fc2022\SEG002OF,Judge No.1,Ms. Ritsuko HORIUCHI
fc2022\SEG002OF,Judge No.2,Mr. Doug WILLIAMS
fc2022\SEG002OF,Judge No.3,Ms. Tatiana SHARKINA
fc2022\SEG002OF,Judge No.4,Ms. Zoia YORDANOVA
fc2022\SEG002OF,Judge No.5,Ms. Young Kyung HAN
fc2022\SEG002OF,Judge No.6,Ms. Sasha MARTINEZ
fc2022\SEG002OF,Judge No.7,Ms. Katherine Evelyn du PREEZ
fc2022\SEG002OF,Judge No.8,Mr. Jeff LUKASIK
fc2022\SEG003OF,Judge No.1,Ms. Ariadna MORONES NEGRETE
fc2022\SEG003OF,Judge No.2,Ms. Beth CRANE
fc2022\SEG003OF,Judge No.3,Mr. Yuriy GUSKOV
fc2022\SEG003OF,Judge No.4,Ms. Ernestien BAKKER
fc2022\SEG003OF,Judge No.5,Ms. Linda LEAVER
fc2022\SEG003OF,Judge No.6,Ms. Ayumi KOZUKA
fc2022\SEG003OF,Judge No.7,Ms. Anastassiya MAKAROVA
fc2022\SEG003OF,Judge No.8,Ms. Angelique CLYDE-SMITH
fc2022\SEG003OF,Judge No.9,Ms. Sung Hee KOH
fc2022\SEG004OF,Judge No.1,Ms. Anastassiya MAKAROVA
fc2022\SEG004OF,Judge No.2,Ms. Beth CRANE
fc2022\SEG004OF,Judge No.3,Ms. Angelique CLYDE-SMITH
fc2022\SEG004OF,Judge No.4,Ms. Ernestien BAKKER
fc2022\SEG004OF,Judge No.5,Ms. Ayumi KOZUKA
fc2022\SEG004OF,Judge No.6,Ms. Ariadna MORONES NEGRETE
fc2022\SEG004OF,Judge No.7,Ms. Sung Hee KOH
fc2022\SEG004OF,Judge No.8,Mr. Yuriy GUSKOV
fc2022\SEG004OF,Judge No.9,Ms. Linda LEAVER
ec2022\SEG001OF,Judge No.1,Ms. Vessela POPOVA
ec2022\SEG001OF,Judge No.2,Ms. Ebru ANILDI
ec2022\SEG001OF,Judge No.3,Ms. Jitka MOKRA
ec2022\SEG001OF,Judge No.4,Ms. Mary CHAPMAN
ec2022\SEG001OF,Judge No.5,Mr. Yury KLIUSHNIKOV
ec2022\SEG001OF,Judge No.6,Ms. Tatiana SHARKINA
ec2022\SEG001OF,Judge No.7,Ms. Ekaterina SEROVA
ec2022\SEG001OF,Judge No.8,Ms. Elisabeth LOUESDON
ec2022\SEG001OF,Judge No.9,Ms. Edith SCHILLER
ec2022\SEG002OF,Judge No.1,Ms. Nicole van GERWEN-MAAS
ec2022\SEG002OF,Judge No.2,Ms. Jitka MOKRA
ec2022\SEG002OF,Judge No.3,Ms. Edith SCHILLER
ec2022\SEG002OF,Judge No.4,Ms. Ekaterina SEROVA
ec2022\SEG002OF,Judge No.5,Mr. Yury KLIUSHNIKOV
ec2022\SEG002OF,Judge No.6,Ms. Elisabeth LOUESDON
ec2022\SEG002OF,Judge No.7,Ms. Tatiana SHARKINA
ec2022\SEG002OF,Judge No.8,Ms. Vessela POPOVA
ec2022\SEG002OF,Judge No.9,Ms. Ebru ANILDI
ec2022\SEG003OF,Judge No.1,Ms. Antica GRUBISIC
ec2022\SEG003OF,Judge No.2,Ms. Katarina GROF MITROVIC
ec2022\SEG003OF,Judge No.3,Mr. Andreas WALDECK
ec2022\SEG003OF,Judge No.4,Ms. Veronique VERRUE
ec2022\SEG003OF,Judge No.5,Ms. Mateja AVBREHT
ec2022\SEG003OF,Judge No.6,Ms. Kadi ZVIRIK
ec2022\SEG003OF,Judge No.7,Mr. Walter TOIGO
ec2022\SEG003OF,Judge No.8,Ms. Tarja RISTANEN
ec2022\SEG003OF,Judge No.9,Ms. Nadezhda FIODOROVA
ec2022\SEG004OF,Judge No.1,Ms. Veronique VERRUE
ec2022\SEG004OF,Judge No.2,Ms. Saioa SANCHO
ec2022\SEG004OF,Judge No.3,Ms. Antica GRUBISIC
ec2022\SEG004OF,Judge No.4,Ms. Tarja RISTANEN
ec2022\SEG004OF,Judge No.5,Ms. Nadezhda FIODOROVA
ec2022\SEG004OF,Judge No.6,Ms. Senem AHISKAL
ec2022\SEG004OF,Judge No.7,Ms. Kadi ZVIRIK
ec2022\SEG004OF,Judge No.8,Ms. Adrienn SCHADENBAUER
ec2022\SEG004OF,Judge No.9,Mr. Andreas WALDECK
wc2022\SEG001OF,Judge No.1,Mr. Yuriy GUSKOV
wc2022\SEG001OF,Judge No.2,Ms. Ebru ANILDI
wc2022\SEG001OF,Judge No.3,Ms. Emilie BILLOW
wc2022\SEG001OF,Judge No.4,Ms. Katharina RAUCH
wc2022\SEG001OF,Judge No.5,Ms. Kadi ZVIRIK
wc2022\SEG001OF,Judge No.6,Mr. Yury KLIUSHNIKOV
wc2022\SEG001OF,Judge No.7,Mr. Philippe MERIGUET
wc2022\SEG001OF,Judge No.8,Ms. Daniela CAVELLI
wc2022\SEG001OF,Judge No.9,Ms. Deborah ISLAM
wc2022\SEG002OF,Judge No.1,Ms. Deborah ISLAM
wc2022\SEG002OF,Judge No.2,Ms. Kadi ZVIRIK
wc2022\SEG002OF,Judge No.3,Ms. Emilie BILLOW
wc2022\SEG002OF,Judge No.4,Ms. Daniela CAVELLI
wc2022\SEG002OF,Judge No.5,Ms. Ebru ANILDI
wc2022\SEG002OF,Judge No.6,Ms. Katharina RAUCH
wc2022\SEG002OF,Judge No.7,Mr. Philippe MERIGUET
wc2022\SEG002OF,Judge No.8,Mr. Yury KLIUSHNIKOV
wc2022\SEG002OF,Judge No.9,Mr. Yuriy GUSKOV
wc2022\SEG003OF,Judge No.1,Ms. Ko-Man TING
wc2022\SEG003OF,Judge No.2,Ms. Karen HOWARD
wc2022\SEG003OF,Judge No.3,Ms. Tiziana MORANDI
wc2022\SEG003OF,Judge No.4,Ms. Laila DAVIDSSON
wc2022\SEG003OF,Judge No.5,Mr. Attila SOOS
wc2022\SEG003OF,Judge No.6,Ms. Hermi OTTEMANN
wc2022\SEG003OF,Judge No.7,Ms. Ayumi KOZUKA
wc2022\SEG003OF,Judge No.8,Mr. Pekka LESKINEN
wc2022\SEG003OF,Judge No.9,Ms. Young Kyung HAN
wc2022\SEG004OF,Judge No.1,Ms. Laila DAVIDSSON
wc2022\SEG004OF,Judge No.2,Ms. Young Kyung HAN
wc2022\SEG004OF,Judge No.3,Ms. Tiziana MORANDI
wc2022\SEG004OF,Judge No.4,Mr. Attila SOOS
wc2022\SEG004OF,Judge No.5,Ms. Ko-Man TING
wc2022\SEG004OF,Judge No.6,Ms. Karin EHRHARDT
wc2022\SEG004OF,Judge No.7,Ms. Ayumi KOZUKA
wc2022\SEG004OF,Judge No.8,Ms. Karen HOWARD
wc2022\SEG004OF,Judge No.9,Ms. Vessela POPOVA
gpusa2021\SEG001OF,Judge No.1,Ms. Ulla FAIG
gpusa2021\SEG001OF,Judge No.2,Mr. Miroslav MISUREC
gpusa2021\SEG001OF,Judge No.3,Ms. Pinuccia FERRARIO
gpusa2021\SEG001OF,Judge No.4,Ms. Lynne DEY
gpusa2021\SEG001OF,Judge No.5,Ms. Lolita LABUNSKAIYA
gpusa2021\SEG001OF,Judge No.6,Ms. Ritsuko HORIUCHI
gpusa2021\SEG001OF,Judge No.7,Ms. Wendy ENZMANN
gpusa2021\SEG001OF,Judge No.8,Ms. Helene CUCUPHAT
gpusa2021\SEG001OF,Judge No.9,Ms. Malgorzata SOBKOW
gpusa2021\SEG002OF,Judge No.1,Ms. Ulla FAIG
gpusa2021\SEG002OF,Judge No.2,Mr. Miroslav MISUREC
gpusa2021\SEG002OF,Judge No.3,Ms. Pinuccia FERRARIO
gpusa2021\SEG002OF,Judge No.4,Ms. Lynne DEY
gpusa2021\SEG002OF,Judge No.5,Ms. Lolita LABUNSKAIYA
gpusa2021\SEG002OF,Judge No.6,Ms. Ritsuko HORIUCHI
gpusa2021\SEG002OF,Judge No.7,Ms. Wendy ENZMANN
gpusa2021\SEG002OF,Judge No.8,Ms. Helene CUCUPHAT
gpusa2021\SEG002OF,Judge No.9,Ms. Malgorzata SOBKOW
gpusa2021\SEG003OF,Judge No.1,Ms. Erica TOPOLSKI
gpusa2021\SEG003OF,Judge No.2,Ms. Olga KOZHEMYAKINA
gpusa2021\SEG003OF,Judge No.3,Mr. David MUNOZ
gpusa2021\SEG003OF,Judge No.4,Ms. Jung Sue LEE
gpusa2021\SEG003OF,Judge No.5,Ms. Aniela HEBEL-SZMAK
gpusa2021\SEG003OF,Judge No.6,Ms. Zsuzsanna VIKARNE-HOMOLYA
gpusa2021\SEG003OF,Judge No.7,Ms. Ritsuko HORIUCHI
gpusa2021\SEG003OF,Judge No.8,Ms. Haya LEENARDS
gpusa2021\SEG003OF,Judge No.9,Mr. Samuel AUXIER
gpusa2021\SEG004OF,Judge No.1,Ms. Erica TOPOLSKI
gpusa2021\SEG004OF,Judge No.2,Ms. Olga KOZHEMYAKINA
gpusa2021\SEG004OF,Judge No.3,Mr. David MUNOZ
gpusa2021\SEG004OF,Judge No.4,Ms. Jung Sue LEE
gpusa2021\SEG004OF,Judge No.5,Ms. Aniela HEBEL-SZMAK
gpusa2021\SEG004OF,Judge No.6,Ms. Zsuzsanna VIKARNE-HOMOLYA
gpusa2021\SEG004OF,Judge No.7,Ms. Ritsuko HORIUCHI
gpusa2021\SEG004OF,Judge No.8,Ms. Haya LEENARDS
gpusa2021\SEG004OF,Judge No.9,Mr. Samuel AUXIER
gpcan2021\SEG001OF,Judge No.1,Ms. Emilie BILLOW
gpcan2021\SEG001OF,Judge No.2,Ms. Tae Ri LEE
gpcan2021\SEG001OF,Judge No.3,Ms. Saara EHALT
gpcan2021\SEG001OF,Judge No.4,Ms. Tatiana SHARKINA
gpcan2021\SEG001OF,Judge No.5,Ms. Yulia LEVSHUNOVA
gpcan2021\SEG001OF,Judge No.6,Mr. Daniel DELFA
gpcan2021\SEG001OF,Judge No.7,Ms. Karen HOWARD
gpcan2021\SEG001OF,Judge No.8,Ms. Ritsuko HORIUCHI
gpcan2021\SEG001OF,Judge No.9,Ms. Kristina LUNDGREN
gpcan2021\SEG002OF,Judge No.1,Ms. Emilie BILLOW
gpcan2021\SEG002OF,Judge No.2,Ms. Tae Ri LEE
gpcan2021\SEG002OF,Judge No.3,Ms. Saara EHALT
gpcan2021\SEG002OF,Judge No.4,Ms. Tatiana SHARKINA
gpcan2021\SEG002OF,Judge No.5,Ms. Yulia LEVSHUNOVA
gpcan2021\SEG002OF,Judge No.6,Mr. Daniel DELFA
gpcan2021\SEG002OF,Judge No.7,Ms. Karen HOWARD
gpcan2021\SEG002OF,Judge No.8,Ms. Ritsuko HORIUCHI
gpcan2021\SEG002OF,Judge No.9,Ms. Kristina LUNDGREN
gpcan2021\SEG003OF,Judge No.1,Ms. Emilie BILLOW
gpcan2021\SEG003OF,Judge No.2,Ms. Kristina LUNDGREN
gpcan2021\SEG003OF,Judge No.3,Mr. Daniel DELFA
gpcan2021\SEG003OF,Judge No.4,Mr. Glenn FORTIN
gpcan2021\SEG003OF,Judge No.5,Ms. Tae Ri LEE
gpcan2021\SEG003OF,Judge No.6,Ms. Saara EHALT
gpcan2021\SEG003OF,Judge No.7,Ms. Wei SHI
gpcan2021\SEG003OF,Judge No.8,Ms. Elena FOMINA
gpcan2021\SEG003OF,Judge No.9,Ms. Ritsuko HORIUCHI
gpcan2021\SEG004OF,Judge No.1,Ms. Emilie BILLOW
gpcan2021\SEG004OF,Judge No.2,Ms. Kristina LUNDGREN
gpcan2021\SEG004OF,Judge No.3,Mr. Daniel DELFA
gpcan2021\SEG004OF,Judge No.4,Mr. Glenn FORTIN
gpcan2021\SEG004OF,Judge No.5,Ms. Tae Ri LEE
gpcan2021\SEG004OF,Judge No.6,Ms. Saara EHALT
gpcan2021\SEG004OF,Judge No.7,Ms. Wei SHI
gpcan2021\SEG004OF,Judge No.8,Ms. Elena FOMINA
gpcan2021\SEG004OF,Judge No.9,Ms. Ritsuko HORIUCHI
gpfra2021\SEG001OF,Judge No.1,Ms. Agita ABELE
gpfra2021\SEG001OF,Judge No.2,Ms. Yuko OGAWA
gpfra2021\SEG001OF,Judge No.3,Ms. Cynthia BENSON
gpfra2021\SEG001OF,Judge No.4,Ms. Miriam PALANGE
gpfra2021\SEG001OF,Judge No.5,Ms. Tanay OZKAN SILAOGLU
gpfra2021\SEG001OF,Judge No.6,Ms. Elena FOMINA
gpfra2021\SEG001OF,Judge No.7,Mr. Anthony LEROY
gpfra2021\SEG001OF,Judge No.8,Mr. Roger GLENN
gpfra2021\SEG001OF,Judge No.9,Mr. Daniel DELFA
gpfra2021\SEG002OF,Judge No.1,Ms. Agita ABELE
gpfra2021\SEG002OF,Judge No.2,Ms. Yuko OGAWA
gpfra2021\SEG002OF,Judge No.3,Ms. Cynthia BENSON
gpfra2021\SEG002OF,Judge No.4,Ms. Miriam PALANGE
gpfra2021\SEG002OF,Judge No.5,Ms. Tanay OZKAN SILAOGLU
gpfra2021\SEG002OF,Judge No.6,Ms. Elena FOMINA
gpfra2021\SEG002OF,Judge No.7,Mr. Anthony LEROY
gpfra2021\SEG002OF,Judge No.8,Mr. Roger GLENN
gpfra2021\SEG002OF,Judge No.9,Mr. Daniel DELFA
gpfra2021\SEG003OF,Judge No.1,Ms. Linda LEAVER
gpfra2021\SEG003OF,Judge No.2,Ms. So Young AN
gpfra2021\SEG003OF,Judge No.3,Mr. Daniel DELFA
gpfra2021\SEG003OF,Judge No.4,Ms. Yuko OGAWA
gpfra2021\SEG003OF,Judge No.5,Ms. Laimute KRAUZIENE
gpfra2021\SEG003OF,Judge No.6,Ms. Nicole LEBLANC-RICHARD
